LLSat2.ElapsedDays        LLSat2.GS_Point.X         LLSat2.GS_Point.Y         LLSat2.GS_Point.Z         LLSat4.GS_Point.X         LLSat4.GS_Point.Y         LLSat4.GS_Point.Z         
0.002430555556202307      -516.8462446220243        -2396.663660913649        -177.30893973911          -516.8462704146193        -2396.663684936815        -177.3089581147032        
0.002488425925548654      -491.6854758323523        -2371.845575395375        -165.7405970114017        -491.6855028961387        -2371.84560060133         -165.7406162122442        
0.002546296294895001      -466.494266144301         -2346.967269548635        -154.3697235513263        -466.4942945111176        -2346.967295966886        -154.3697435926312        
0.002604166667879326      -441.2734294742063        -2322.029503787481        -143.1966699853409        -441.2734591759731        -2322.029531447599        -143.1966908821342        
0.002662037037225673      -416.0237810447497        -2297.033039626042        -132.221780550731         -416.0238121134669        -2297.033068557666        -132.2218023178525        
0.00271990740657202       -390.7461376030102        -2271.978640156661        -121.4453932900762        -390.7461700707587        -2271.978670389492        -121.4454159421826        
0.002777777779556345      -365.4413172705936        -2246.867069780239        -110.8678399369452        -365.4413511695373        -2246.867101344044        -110.8678634885061        
0.002835648148902692      -340.1101393991418        -2221.69909392056         -100.489445806368         -340.1101747615214        -2221.699126845167        -100.4894702716728        
0.002893518518249039      -314.7534247829498        -2196.47547951876         -90.3105299854398         -314.7534616410847        -2196.475513834058        -90.3105553785938         
0.002951388887595385      -289.3719954325854        -2171.196995564446        -80.3314054978528         -289.3720338188762        -2171.197031300387        -80.33143183278153        
0.003009259260579711      -263.966674789134         -2145.864409648786        -70.55237811946282        -263.9667147360572        -2145.864446835381        -70.5524054099088         
0.003067129629926058      -238.5382872972632        -2120.478492989855        -60.97374810902015        -238.5383288373736        -2120.478531657172        -60.97377636855214        
0.003124999999272404      -213.0876587751848        -2095.040017334734        -51.59580914008995        -213.0877019411133        -2095.040057512902        -51.59583838209609        
0.003182870368618751      -187.6156161933002        -2069.549755486898        -42.41884847820616        -187.6156610177557        -2069.549797206102        -42.41887871589466        
0.003240740741603076      -162.1229877205429        -2044.008481459741        -33.44314703325854        -162.1230342363102        -2044.008524750224        -33.4431782796652         
0.003298611110949423      -136.6106025545383        -2018.41697009286         -24.66897923059775        -136.610650794475         -2018.417014984918        -24.66901149858591        
0.00335648148029577       -111.0792911104041        -1992.775997569984        -16.09661318353999        -111.079341107446         -1992.776044093969        -16.09664648579772        
0.003414351853280095      -85.5298848844443         -1967.086341129064        -7.726310593091           -85.52993667159907        -1967.086389315381        -7.726344942136656        
0.003472222222626442      -59.96321632397172        -1941.348778757079        0.4416733469412435        -59.96326993432521        -1941.348828636183        0.4416379387633569        
0.003530092591972789      -34.38011900975467        -1915.564089723178        8.407089782071093         -34.38017447646109        -1915.56414132558         8.407053302583346         
0.003587962961319136      -8.781427488345082        -1889.733054183751        16.16969632302667         -8.781484844635257        -1889.733107540008        16.16965876022091         
0.003645833334303461      16.83202268205652         -1863.856454159707        23.72925675918607         16.83196340287942         -1863.856509300429        23.72921810121999         
0.003703703703649808      42.45939510411314         -1837.935069888264        31.08554212674181         42.45933386867384         -1837.935126844107        31.08550236193433         
0.003761574072996154      68.09985235581743         -1811.969685236861        38.23832911876958         68.09978913066911         -1811.969744038529        38.23828823560609         
0.00381944444598048       93.75255612544538         -1785.961084149895        45.18740113538941         93.75249087707233         -1785.96114482814         45.18735912251825         
0.003877314815326827      119.416667330307          -1759.910051148097        51.93254812748066         119.4166000251187         -1759.910113733718        51.93250497370907         
0.003935185184673173      145.0913459552005         -1733.817371881018        58.47356644470876         145.0912765595366         -1733.817436404854        58.47352213900011         
0.00399305555401952       170.7757512063716         -1707.683832719934        64.81025894826632         170.7756796865031         -1707.683899212871        64.81021347974355         
0.004050925927003846      196.4690414773348         -1681.51022093029         70.94243496538616         196.4689677994616         -1681.510289423256        70.94238832332459         
0.004108796296350192      222.1703744956262         -1655.297324251724        76.86991039555788         222.1702986258812         -1655.297394775689        76.86986256938792         
0.004166666665696539      247.8789071711537         -1629.045931467735        82.5925075659173          247.878829075598          -1629.046004053709        82.5924585452203          
0.004224537038680864      273.5937957157156         -1602.756832087379        88.11005531414439         273.5937153603429         -1602.756906766413        88.11000508865249         
0.004282407408027211      299.3141957532862         -1576.43081602063         93.42238906334855         299.3141131040226         -1576.430892823812        93.42233762294272         
0.004340277777373558      325.0392621777321         -1550.068674154481        98.5293506846333          325.0391772004379         -1550.068753112937        98.52929801933591         
0.004398148146719905      350.7681492422737         -1523.671198780082        103.4307884006249         350.7680619027353         -1523.671279924975        103.4307345006051         
0.00445601851970423       376.5000107369304         -1497.239180370338        108.1265575374182         376.4999210008734         -1497.239263732869        108.1265023929875         
0.004513888889050577      402.2339998206321         -1470.773412252544        112.616519421408          402.2339076537129         -1470.773497863947        112.6164630230157         
0.004571759258396924      427.9692690874465         -1444.27468779094         116.9005420527266         427.9691744552551         -1444.274775682483        116.9004843909593         
0.004629629631381249      453.7049706271321         -1417.743800913546        120.9784999758839         453.7048734951911         -1417.74389111653         120.9784410414677         
0.004687500000727596      479.4402561269006         -1391.181545772948        124.8502743459051         479.4401564606708         -1391.181638318705        124.8502141296931         
0.004745370370073942      505.1742767484776         -1364.588717345795        128.5157528055018         505.1741745133488         -1364.58881226569         128.5156912984822         
0.004803240739420289      530.9061832567239         -1337.966110996364        131.9748295733016         530.9060784180242         -1337.96620832179         131.9747667665923         
0.004861111112404615      556.6351259997846         -1311.314522660426        135.2274054071523         556.635018522775          -1311.314622422807        135.2273412919951         
0.004918981481750961      582.3602550293569         -1284.634748399838        138.2733876848542         582.3601448792321         -1284.634850630626        138.2733222526203         
0.004976851851097308      608.0807199894425         -1257.927585012626        141.1126902902677         608.080607131335          -1257.927689743299        141.1126235324434         
0.005034722220443655      633.7956702377778         -1231.193829587921        143.7452336945701         633.7955546367543         -1231.193936849983        143.7451656027623         
0.00509259259342798       659.5042547414523         -1204.434280451068        146.1709447910096         659.5041363625162         -1204.43439027605         146.1708753569445         
0.005150462962774327      685.2056225391042         -1177.649733682491        148.3897574956036         685.2055013471952         -1177.649846101948        148.3896867111175         
0.005208333332120674      710.8989221221015         -1150.840988285373        150.4016118448203         710.8987980820931         -1150.841103330882        150.4015397018651         
0.005266203705104999      736.5833018719501         -1124.008842806582        152.2064545892417         736.5831749486503         -1124.008960509745        152.2063810798772         
0.005324074074451346      762.2579100608127         -1097.154095746321        153.8042391083953         762.2577802189701         -1097.154216138761        153.8041642247892         
0.005381944443797693      787.9218947607764         -1070.27754618532         155.1949253124909         787.9217619650726         -1070.27766929868         155.1948490469122         
0.005439814813144039      813.5744039518768         -1043.379993328831        156.3784797108402         813.5742681669308         -1043.380119194775        156.3784020556595         
0.005497685186128365      839.2145855128547         -1016.46223670073         157.3548753815755         839.2144467032232         -1016.462365350942        157.3547963292648         
0.005555555555474712      864.8415873210961         -989.5250756769896        158.1240920328576         864.8414454512688         -989.5252071431697        158.1240115759806         
0.005613425924821058      890.4545571726997         -962.5693101275641        158.6861159127699         890.4544122071031         -962.5694444414314        158.6860340439817         
0.005671296297805384      916.0526428671297         -935.5957400627099        159.0409398572253         916.0524947701281         -935.5958772560002        159.0408565692758         
0.005729166667151731      941.6349922835711         -908.6051652697612        159.1885633306987         941.6348410194641         -908.6053053742254        159.1884786164193         
0.005787037036498077      967.2007533095277         -881.5983859634404        159.1289923426208         967.2005988425533         -881.5985290108447        159.1289061949285         
0.005844907405844424      992.7490737943567         -854.5762030969812        158.8622394232056         992.7489160886871         -854.5763491191063        158.8621518350948         
0.005902777778828749      1018.27910211016          -827.5394154331767        158.3883239233627         1018.278941129904         -827.5395644618162        158.3882348879038         
0.005960648148175096      1043.789986398679         -800.4888237649997        157.7072715669568         1043.789822107882         -800.4889758319606        157.7071810772998         
0.006018518517521443      1069.280875067923         -773.4252284392542        156.8191147117496         1069.280707430565         -773.4253835763553        156.8190227611154         
0.006076388890505768      1094.750916728569         -746.3494297801584        155.723892302241          1094.750745708566         -746.3495880192298        155.7237988839166         
0.006134259259852115      1120.199260260732         -719.2622277146821        154.4216499007981         1120.199085821935         -719.2623890875649        154.4215550081342         
0.006192129629198462      1145.625054762311         -692.1644224438055        152.9124396191135         1145.624876868506         -692.16458698235          152.9123432455215         
0.006249999998544808      1171.027449631394         -665.0568139576939        151.1963201620303         1171.027268246302         -665.0569816937593        151.196222300979          
0.006307870371529134      1196.40559457025          -637.9402022433152        149.2733568052989         1196.405409657526         -637.9403732087707        149.2732574503159         
0.006365740740875481      1221.758639658901         -610.8153867948994        147.1436214315606         1221.758451182134         -610.8155610216209        147.1435205762182         
0.006423611110221827      1247.085735315477         -583.6831672900743        144.8071924710213         1247.085543238189         -583.6833448099455        144.8070901089421         
0.006481481483206153      1272.386032360936         -556.5443432206475        142.2641549295746         1272.385836646581         -556.544524065559         142.2640510544235         
0.0065393518525525        1297.658681906516         -529.3997141940991        139.5146003886078         1297.658482518485         -529.3998983959478        139.5144949940883         
0.006597222221898846      1322.902835996399         -502.2500778782699        136.5586270420011         1322.902632898016         -502.2502654689588        136.5585201218586         
0.006655092591245193      1348.117646670299         -475.0962336263262        133.3963395854407         1348.117439824815         -475.0964246377629        133.3962311334502         
0.006712962964229519      1373.302266641929         -447.9389799398819        130.0278492972596         1373.302056012531         -447.9391744039791        130.0277393072254         
0.006770833333575865      1398.455849193299         -420.7791146556277        126.4532740360436         1398.455634743103         -420.779312604303         126.4531625017976         
0.006828703702922212      1423.577548154895         -393.6174356402817        122.6727381964895         1423.577329846948         -393.6176371054554        122.6726251118811         
0.006886574072268559      1448.666517967102         -366.4547402893996        118.686372733264          1448.666295764378         -366.4549453029964        118.6862580921629         
0.006944444445252884      1473.721913694693         -339.2918257437067        114.4943151452447         1473.721687560096         -339.2920343376542        114.4941989415325         
0.007002314814599231      1498.742891079612         -312.1294883823845        110.0967094917079         1498.742660975975         -312.129700588613         110.0965917192748         
0.007060185183945578      1523.728606532665         -284.968524525501         105.4937063570161         1523.728372422748         -284.968740375944         105.4935870097621         
0.007118055556929903      1548.678217182727         -257.8097300516667        100.6854628633806         1548.677979029219         -257.8099495782604        100.6853419352071         
0.00717592592627625       1573.590880917676         -230.653900001921         95.67214267649922         1573.590638683186         -230.6541232366031        95.67202016130045         
0.007233796295622597      1598.465756384362         -203.5018292952348        90.45391597655077         1598.465510031427         -203.5020562699453        90.45379186821845         
0.007291666664968943      1623.30200280935          -176.3543129106392        85.03095950848694         1623.30175230043          -176.3545436573205        85.03083380090231         
0.007349537037953269      1648.098780926529         -149.2121433195241        79.40345641934846         1648.098526224006         -149.2123778701199        79.40332910637676         
0.007407407407299615      1672.855251661797         -122.0761141593694        73.5715964811551          1672.854992727976         -122.0763525458259        73.57146755664542         
0.007465277776645962      1697.570577044448         -94.94701815646589        67.53557592941684         1697.570313841554         -94.94726041073106        67.53544538719268         
0.007523148149630288      1722.243920022385         -67.82564743138605        61.29559750035719         1722.243652512562         -67.82589358540977        61.29546533421501         
0.007581018518976634      1746.874444492831         -40.71279310139435        54.85187042651762         1746.874172638141         -40.71304318712912        54.8517366302234          
0.007638888888322981      1771.461315322385         -13.60924600655249        48.20461042324064         1771.461039084805         -13.60950005595231        48.20447499052318         
0.007696759257669328      1796.003698381769         13.48420381336604         41.35403968727269         1796.003417723192         13.48394576834441         41.35390261181999         
0.007754629630653653      1820.50076057345          40.56676688804341         34.30038688919296         1820.500475455687         40.5665048154396          34.30024816465038         
0.0078125                 1844.951669857827         67.63765484874759         27.04388716443816         1844.951380242596         67.63738871659862         27.04374678440138         
0.007870370369346347      1869.355595284608         94.69607968959302         19.58478210849216         1869.355301133538         94.69580946593189         19.58464006650308         
0.007928240742330672      1893.71170702204          121.7412541701883         11.92331977008462         1893.711408296671         121.7409798230435         11.92317605962785         
0.007986111111677019      1918.01917613148          148.7723916191519         4.05975472597936          1918.018872793262         148.7721131165474         4.059609340478119         
0.008043981481023366      1942.277175588773         175.7887076031041         -4.005652268756762        1942.276867599057         175.7884249130586         -4.005799335947813        
0.008101851850369712      1966.484878837805         202.7894168377902         -12.27263377417796        1966.484566157846         202.7891299283162         -12.27278252977567        
0.008159722223354038      1990.641460800181         229.7737353724947         -20.74091601155942        1990.641143391135         229.7734442115987         -20.74106646235782        
0.008217592592700385      2014.746097644869         256.7408805217124         -29.41021880042297        2014.745775467795         256.7405850773921         -29.4103709532933         
0.008275462962046731      2038.797966839359         283.6900701165152         -38.28025554808255        2038.797639855215         283.689770356761          -38.28040940998142        
0.008333333335031057      2062.796247168847         310.6205229101539         -47.35073326623547        2062.795915338485         310.6202188029463         -47.35088884421248        
0.008391203704377403      2086.740118746706         337.5314589932821         -56.621352595041          2086.73978203087          337.5311505065908         -56.62150989623706        
0.00844907407372375       2110.62876307425          364.4220990355754         -66.09180778600592        2110.628421433577         364.4217861373581         -66.09196681766036        
0.008506944443070097      2134.461363048489         391.2916648300733         -75.76178672873789        2134.461016443501         391.2913474882752         -75.76194749819365        
0.008564814816054422      2158.237103002841         418.1393790522231         -85.63097095017133        2158.236751393953         418.1390572347748         -85.63113346488012        
0.008622685185400769      2181.955168706491         444.964465805952          -95.69903564875017        2181.954812053996         444.9641394807693         -95.69919991627285        
0.008680555554747116      2205.614747435141         471.7661498632649         -105.965649668811         2205.614385699213         471.7658189982463         -105.9658156968294        
0.008738425927731441      2229.215027672874         498.5436564765324         -116.4304753685187        2229.214660813569         498.5433210395576         -116.4306431648351        
0.008796296297077788      2252.755200338477         525.2962141973123         -127.0931692825438        2252.754828315723         525.2958741562413         -127.0933388550877        
0.008854166666424135      2276.23445703041          552.0230505038759         -137.9533811537324        2276.23407980401          552.0227058265459         -137.9535525105605        
0.008912037035770481      2299.651991241055         578.7233947568848         -149.0107545915946        2299.65160877068          578.7230454111108         -149.0109277409019        
0.008969907408754807      2323.006998099603         605.396477353289          -160.2649269138412        2323.006610344793         605.3961233068586         -160.2651018639606        
0.009027777778101154      2346.298674357878         632.0415302808057         -171.7155291931781        2346.298281278034         632.0411715014791         -171.7157059525875        
0.0090856481474475        2369.526218480725         658.6577863440881         -183.3621862164528        2369.525820035108         658.657422799596          -183.3623647937779        
0.009143518516793847      2392.688830633003         685.2444797146856         -195.204516530797         2392.68842678073          685.2441113727259         -195.2046969348185        
0.009201388889778173      2415.785712729847         711.8008456904982         -207.2421324368304        2415.785303429891         711.8004725187351         -207.2423146764847        
0.009259259259124519      2438.816068415311         738.3261212482436         -219.4746400421561        2438.815653626494         738.3257432143033         -219.4748241265409        
0.009317129628470866      2461.77910316352          764.8195442674056         -231.9016392121753        2461.77868284451          764.8191613388763         -231.9018251505556        
0.009375000001455192      2484.674024271985         791.2803539488303         -244.522723611595         2484.673598381292         791.2799660932576         -244.5229114134079        
0.009432870370801538      2507.500040846046         817.7077912422111         -257.3374807535949        2507.499609342017         817.7073984270965         -257.3376704284526        
0.009490740740147885      2530.256363562834         844.1010975199418         -270.3454917241181        2530.255926403651         844.1006997127378         -270.3456832818088        
0.009548611109494232      2552.942206024994         870.4595173072767         -283.5463321149866        2552.941763168668         870.4591144753862         -283.5465255654842        
0.009606481482478557      2575.556782751402         896.7822947701077         -296.9395707082567        2575.556334155772         896.7818868808801         -296.939766061723         
0.009664351851824904      2598.099310516735         923.0686764568775         -310.5247704072549        2598.098856139462         923.0682634776053         -310.5249676740418        
0.009722222221171251      2620.569008128971         949.3179099655786         -324.3014879573188        2620.568547927534         949.3174918634936         -324.3016871479754        
0.009780092594155576      2642.965096412612         975.5292443672581         -338.2692739969498        2642.964630344301         975.528821109529          -338.2694751222241        
0.009837962963501923      2665.286798183043         1001.701930637118         -352.4276731165785        2665.28632620496          1001.701502190847         -352.4278761874234        
0.009895833332848269      2687.533338375465         1027.835220860901         -366.7762237876702        2687.532860444513         1027.834787193119         -366.7764288152441        
0.009953703702194616      2709.70394400513          1053.928368797717         -381.3144584336696        2709.703460078013         1053.92792987538          -381.3146654293439        
0.01001157407517894       2731.797844229814         1079.980629632425         -396.0419034152292        2731.797354263029         1079.980185422411         -396.0421123905899        
0.01006944444452529       2753.81427030219          1105.991260537717         -410.9580791080696        2753.813774252023         1105.990811006823         -410.958290074919         
0.01012731481387164       2775.752455708724         1131.959519882231         -426.0624998243377        2775.751953531249         1131.959064997166         -426.0627127947027        
0.01018518518685596       2797.611635793104         1157.884667205889         -441.3546736185892        2797.611127444168         1157.884206933274         -441.3548886047254        
0.01024305555620231       2819.391049118063         1183.765965459136         -456.8341033697964        2819.390534553292         1183.765499765495         -456.8343203841844        
0.01030092592554865       2841.089935520729         1209.602677487634         -472.500285181467         2841.089414695515         1209.602206339391         -472.5005042368218        
0.010358796294895         2862.707537451765         1235.394068415367         -488.3527094702297        2862.707010321261         1235.393591778845         -488.3529305795028        
0.01041666666787933       2884.24309969673          1261.139404936752         -504.3908606965454        2884.242566215848         1261.138922778165         -504.3910838729264        
0.01047453703722567       2905.695869315181         1286.83795588419          -520.6142174547629        2905.695329438589         1286.837468169637         -520.6144427116824        
0.01053240740657202       2927.065095798055         1312.488991429701         -537.0222523799955        2927.064549480162         1312.488498125163         -537.0224797311334        
0.01059027777955635       2948.350031031458         1338.091783511616         -553.6144322177274        2948.349478226414         1338.091284582952         -553.6146616770088        
0.01064814814890269       2969.549929250671         1363.645606273512         -570.3902179017753        2969.549369912363         1363.645101686452         -570.3904494833762        
0.01070601851824904       2990.664047206856         1389.149735254581         -587.3490644537667        2990.663481288895         1389.149224974723         -587.3492981721181        
0.01076388888759539       3011.691644100266         1414.603447964478         -604.4904210788366        3011.691071555989         1414.60293195728          -604.4906569486229        
0.01082175926057971       3032.631981655492         1440.006023624556         -621.8137311422024        3032.63140243795          1440.005501855331         -621.8139691783706        
0.01087962962992606       3053.484324046594         1465.356743743935         -639.318432271926         3053.483738108546         1465.356216177846         -639.3186724896811        
0.0109374999992724        3074.247937661191         1490.654890881985         -657.0039559151767        3074.247344955103         1490.654357484041         -657.0041983299873        
0.01099537036861875       3094.922092675609         1515.899750932013         -674.8697287764592        3094.921493153642         1515.899211667061         -674.8699734040608        
0.01105324074160308       3115.506060663181         1541.090610292668         -692.9151707950996        3115.505454277185         1541.090065125386         -692.9154176514924        
0.01111111111094942       3135.99911615623          1566.226758162896         -711.1396965814952        3135.998502857736         1566.226207057791         -711.1399456829529        
0.01116898148029577       3156.400536422898         1591.307485297681         -729.5427149698671        3156.399916163114         1591.306928219081         -729.5429663329335        
0.0112268518532801        3176.709601414291         1616.332084444407         -748.1236291033144        3176.708974144099         1616.331521356452         -748.1238827448035        
0.01128472222262644       3196.925593704035         1641.299850778731         -766.8818365253946        3196.924959373978         1641.299281645368         -766.8820924623958        
0.01134259259197279       3217.047798682597         1666.210081092333         -785.8167290578551        3217.047157242871         1666.209505877314         -785.816987307732         
0.01140046296131914       3237.075504470699         1691.062074368201         -804.9276929144032        3237.074855871154         1691.06149303507          -804.9279534947971        
0.01145833333430346       3257.00800200342          1715.855131519746         -824.2141086712666        3257.007346193543         1715.854544031836         -824.2143716000971        
0.01151620370364981       3276.844584934701         1740.588555971412         -843.6753513886733        3276.843921863616         1740.587962291836         -843.6756166841371        
0.01157407407299615       3296.584549843084         1765.261652838497         -863.3107904794992        3296.583879459543         1765.261052930145         -863.3110581600736        
0.01163194444598048       3316.227195760741         1789.873729029229         -883.1197894453262        3316.226518013113         1789.873122854755         -883.1200595297701        
0.01168981481532683       3335.771825732279         1814.424095038129         -903.1017074071603        3335.771140568545         1814.423482559951         -903.1019799145115        
0.01174768518467317       3355.217744586947         1838.912062086582         -923.2558968296464        3355.217051954693         1838.911443266869         -923.2561717792262        
0.01180555555401952       3374.564260463831         1863.336944065971         -943.5817050685332        3374.563560310242         1863.336318866638         -943.5819824799419        
0.01186342592700385       3393.810684495211         1887.698056935405         -964.078473983423         3393.809976767063         1887.697425318108         -964.0787538765421        
0.01192129629635019       3412.956330699551         1911.994719297984         -984.7455400697568        3412.955615343196         1911.994081224106         -984.7458224647512        
0.01197916666569654       3432.000516203303         1936.226251584375         -1005.582234314751        3431.999793164673         1936.225607015025         -1005.582519232066        
0.01203703703868086       3450.942561169321         1960.391976487714         -1026.587882299826        3450.941830393911         1960.391325383717         -1026.588169760186        
0.01209490740802721       3469.781788716212         1984.491219404359         -1047.76180431076         3469.781050149074         1984.490561726246         -1047.762094335172        
0.01215277777737356       3488.517525148668         2008.52330761201          -1069.10331518679         3488.516778734407         2008.522643320014         -1069.103607796539        
0.0122106481467199        3507.149099844865         2032.487570849365         -1090.611724457789        3507.148345527628         2032.486899903412         -1090.612019674438        
0.01226851851970423       3525.675845351214         2056.383341053789         -1112.286336307437        3525.675083074681         2056.382663413488         -1112.286634152829        
0.01232638888905058       3544.097097262607         2080.209952938466         -1134.126449716617        3544.096326969987         2080.209268563102         -1134.126750212869        
0.01238425925839692       3562.412193991469         2103.966742873653         -1156.131357860982        3562.411415625487         2103.96605172218          -1156.131661030486        
0.01244212963138125       3580.620478564232         2127.653050529399         -1178.300349996536        3580.619692067125         2127.652352560429         -1178.300655861957        
0.0125000000007276        3598.721295717721         2151.268217496794         -1200.632708923351        3598.720501031223         2151.267512668592         -1200.633017507628        
0.01255787037007394       3616.713994020159         2174.811587682537         -1223.127712586779        3616.713191085504         2174.810875953011         -1223.128023913117        
0.01261574073942029       3634.597925278127         2198.282507582775         -1245.784633785493        3634.597114036032         2198.281788909469         -1245.784947877367        
0.01267361111240461       3652.372444636726         2221.680326019349         -1268.602740130757        3652.371625027381         2221.679600359428         -1268.603057011905        
0.01273148148175096       3670.036910446844         2245.004394718494         -1291.581294201371        3670.036082409913         2245.003662028746         -1291.581613895799        
0.01278935185109731       3687.590684521329         2268.254067490675         -1314.719553372118        3687.589847995932         2268.253327727494         -1314.719875904086        
0.01284722222044365       3705.033132004253         2291.428700804138         -1338.016769967182        3705.032286928967         2291.427953923516         -1338.017095361213        
0.01290509259342798       3722.363621472266         2314.527653527066         -1361.472191218784        3722.362767785105         2314.52689948459          -1361.472519499653        
0.01296296296277433       3739.581524796313         2337.550287500374         -1385.085059427115        3739.580662434731         2337.549526251209         -1385.085390619848        
0.01302083333212067       3756.686217406482         2360.495966720393         -1408.854611781819        3756.685346307357         2360.495198219283         -1408.854945911691        
