LLSat2.ElapsedDays        LLSat2.EarthFixed.PlanetodeticLAT   LLSat2.EarthFixed.PlanetodeticLON   LLSat2.Earth.Altitude     LLSat2.GS_Point.X         LLSat2.GS_Point.Y         LLSat2.GS_Point.Z         
0                         42.85891101609866                   45.62469973586951                   292.7076212316979         122.3683243110596         2854.694676687591         -349.2234676854937        
0.0002314814810233656     42.13489558232078                   47.05155093571457                   292.5943453084328         141.5931768715452         2987.108210569681         -414.1744437015071        
0.0006182135839480907     40.88227540885697                   49.35896655570489                   292.3950969245816         174.190089923079          3204.9041919113           -529.2684007796356        
0.001254848939424846      38.71284837443045                   52.95858930823834                   292.0447932814122         228.9976385731416         3553.395756118319         -736.2884077371236        
0.00200524456158746       36.00474760362594                   56.90736676893981                   291.6079054122765         295.0640060298766         3946.560832742191         -1007.404687616037        
0.002999280575750163      32.20633754936673                   61.70444703802325                   291.0161918202657         384.1656455584787         4434.739275969742         -1409.376725082943        
0.004022739271022147      28.09198482101187                   66.20448348123571                   290.4294274913591         476.5541337852512         4894.197097970316         -1870.656148793206        
0.005050201369158458      23.79846445796133                   70.35603474198986                   289.9049675756869         568.5278621881329         5306.970269842192         -2377.661122432952        
0.006077986250602407      19.3773940950546                    74.21715195560958                   289.4845211627526         658.2588750960404         5667.272899852834         -2923.901767699996        
0.00710608441659133       14.85986351195215                   77.85479672406845                   289.2029882307861         744.2330863204061         5971.572283573375         -3504.062079852187        
0.008134654577588663      10.27169264421638                   81.32948884264049                   289.0889307918897         824.9538666134308         6216.931414844187         -4112.58262763522         
0.009163229780824622      5.638331279143495                   84.69418625416554                   289.1631762510351         898.9041239744479         6400.871354640935         -4743.238110145026        
0.01019090163026704       0.9852259666329222                  87.99676056847206                   289.4371969764052         964.6043532345789         6521.60372283031          -5389.264120155223        
0.01121920305740787       -3.674354980148791                  91.29075230030423                   289.9136020254273         1020.805474050318         6578.260059926785         -6045.280084572693        
0.0122474379313644        -8.317264895634208                  94.62212198949297                   290.5847720028842         1066.205370675842         6570.318270353501         -6704.417650240949        
0.01327546427273774       -12.92220314040206                  98.03991274480963                   291.4335381634664         1099.66032761393          6498.019542330648         -7360.124487874336        
0.01430253180660657       -17.46363913902323                  101.5939628869792                   292.4331251074864         1120.159181524042         6362.379418539018         -8005.514897788941        
0.01533101619497756       -21.92710364099343                  105.3499448265594                   293.5521741857183         1126.881749715971         6164.525688205099         -8635.750518419951        
0.01635944762165309       -26.27718669320436                  109.3667076842628                   294.7490198749811         1119.096539072365         5906.714791324169         -9243.730811023346        
0.01738936126639601       -30.48577315410937                  113.7225507541872                   295.9803291632034         1096.244116546018         5591.130356521945         -9824.352870063121        
0.01841947286084178       -34.5056256188283                   118.4929003823321                   297.1963122743382         1057.988223951773         5221.284350907766         -10371.13165400437        
0.01944841042131884       -38.28093296571273                  123.7574335713827                   298.3461400647793         1004.273135112042         4801.525656396183         -10878.03933868468        
0.02047819842482568       -41.75740842522191                  129.6145926171374                   299.3839304811472         935.0771064942855         4335.318970052119         -11341.12793707193        
0.02124661791822291       -44.11098248154106                  134.4165162773154                   300.0576184950851         873.5449600845695         3960.185003230684         -11655.12829850151        
0.02203546901000664       -46.27258046939679                  139.7579813689239                   300.639688527056          801.7980877128975         3553.288704444296         -11947.41426773199        
0.02303561971348245       -48.57828455420032                  147.1412753033139                   301.1931609009871         698.7847321725785         3009.39950729378          -12271.61441407806        
