LLSat1.ElapsedDays        LLSat1.EarthMJ2000Eq.BrouwerShortSMA   LLSat7.EarthMJ2000Eq.BrouwerShortSMA   LLSat3.EarthMJ2000Eq.BrouwerShortSMA   
0.1023606179733179        6659.043471295828                      6659.031683398688                      6659.012743187863                      
0.103647124775307         6659.061238322137                      6659.04932790702                       6659.030202528982                      
0.1049918487151444        6659.077536870942                      6659.065484469542                      6659.046147774322                      
0.1062982045623357        6659.088319588674                      6659.07611478153                       6659.056553839761                      
0.1076265066949418        6659.092272498963                      6659.07989817993                       6659.060089260677                      
0.1089141441443644        6659.088980951354                      6659.076429328902                      6659.056361168522                      
0.110244255829457         6659.079535057562                      6659.066788883546                      6659.046435160581                      
0.1115199317973747        6659.067384930227                      6659.054443942171                      6659.033802098695                      
0.1128741657084902        6659.055098524678                      6659.041945345438                      6659.020986095978                      
0.1141501385427546        6659.047877478652                      6659.034522658846                      6659.013257364172                      
0.1154784242389724        6659.047994704667                      6659.034431551861                      6659.012845101311                      
0.1167932640637446        6659.057276183333                      6659.043510961864                      6659.021608780164                      
0.1180958470285987        6659.074836026133                      6659.060875765711                      6659.038666229656                      
0.1194229239190463        6659.098417486425                      6659.08426296474                       6659.061746159224                      
0.1207196782452229        6659.122512557615                      6659.108170248584                      6659.085356099858                      
0.1220625532187114        6659.142930850714                      6659.128393200916                      6659.105269399292                      
0.1234485603417852        6659.153378567187                      6659.138635921652                      6659.115185880226                      
0.1248121373719187        6659.148916242964                      6659.133968270071                      6659.110188384541                      
0.1262105319874536        6659.127557647671                      6659.112398050879                      6659.08827253469                       
0.1275517270987621        6659.092670678745                      6659.077311792556                      6659.052853322761                      
0.1289069125159585        6659.047426512802                      6659.031874569147                      6659.007085272475                      
0.1302314111562737        6658.999449611772                      6658.983719370531                      6658.958616779478                      
0.1315683095708664        6658.953848427204                      6658.937947928518                      6658.912539122352                      
0.1328851482721802        6658.917524522808                      6658.901462754945                      6658.875757795859                      
0.1342436461927718        6658.893381867974                      6658.877155964982                      6658.851144632361                      
0.1355699805135373        6658.884826230485                      6658.868438152974                      6658.842121813852                      
0.1369204935836024        6658.890792199462                      6658.874234386406                      6658.847600511456                      
0.1383173675530998        6658.909531959045                      6658.892793550152                      6658.865828761277                      
0.1396544062845351        6658.93505395784                       6658.918140468787                      6658.890865732938                      
0.1410186010543839        6658.963760894349                      6658.946670756322                      6658.919096498684                      
0.1423302349430742        6658.9896416683                        6658.972387116526                      6658.944546406879                      
0.1436013825514237        6659.010143411395                      6658.992736064943                      6658.964657293095                      
0.144804426949122         6659.023881646536                      6659.006335108729                      6658.978045658843                      
0.1461686452748836        6659.032290260077                      6659.014590367015                      6658.986073011514                      
0.1475708694597415        6659.033655529341                      6659.015800985567                      6658.987055446501                      
0.1489682989486028        6659.029224703216                      6659.011218616912                      6658.98224897567                       
0.1503300226322608        6659.021125161731                      6659.002975562873                      6658.97379225535                       
0.1516738875179726        6659.011024007765                      6658.992739543998                      6658.963353944041                      
0.1531211471228744        6658.999124418263                      6658.980704777237                      6658.951115158348                      
0.1544784649449866        6658.987848429377                      6658.969312550898                      6658.939546513157                      
0.1558518624478893        6658.976942899763                      6658.958298950846                      6658.928368213399                      
0.1572151237414801        6658.96723274316                       6658.948488932532                      6658.918405493472                      
0.1585474694220466        6658.959562821218                      6658.940725899699                      6658.910499532107                      
0.1598733759528841        6658.954599064108                      6658.935670991592                      6658.905303951814                      
0.1612140408033156        6658.953184661545                      6658.934162824836                      6658.903650220996                      
0.1625449811945145        6658.956000148757                      6658.936880419295                      6658.90621536113                       
0.16390238636086          6658.96328410039                       6658.944056209694                      6658.913223537787                      
0.1652021149784559        6658.973763137728                      6658.954420969478                      6658.923413489919                      
0.1665048601280432        6658.986277266989                      6658.966807853642                      6658.935609005983                      
0.1677603440693929        6658.998353997536                      6658.978748613625                      6658.947348456145                      
0.1690243395496509        6659.00842641939                       6658.988670436073                      6658.957049734759                      
0.1703475232607161        6659.01464013104                       6658.99471217445                       6658.962841007698                      
0.1716869950942055        6659.014914707049                      6658.994799149861                      6658.962654928345                      
0.1730269502841111        6659.008785564663                      6658.98847114301                       6658.956036513143                      
0.1743614515617082        6658.997402269555                      6658.976881837067                      6658.944144293623                      
0.1756948395668587        6658.983190345049                      6658.962459781326                      6658.929409799361                      
0.1769888624367013        6658.969845647463                      6658.948910611042                      6658.915551823492                      
0.1783286971694906        6658.960028548202                      6658.93888468614                       6658.905204593498                      
0.1796643573834444        6658.95734196866                       6658.935995384354                      6658.901997719913                      
0.1810269407760643        6658.963755175197                      6658.942208093956                      6658.907891999126                      
0.1823507453118509        6658.978799769696                      6658.957062441476                      6658.922441500601                      
0.1836479883058928        6659.000079499964                      6658.978157040312                      6658.943237710761                      
0.1849561467170133        6659.024656600166                      6659.002545339918                      6658.96732009988                       
0.1862443076461204        6659.047652547658                      6659.025350902013                      6658.989815156582                      
0.1875284946945612        6659.065048204478                      6659.042552000055                      6659.006695951352                      
0.1888419639180938        6659.073342913844                      6659.05064507359                       6659.014452555752                      
0.1902375238860259        6659.068979152443                      6659.046069074724                      6659.009515913627                      
0.1916224622073059        6659.050775444714                      6659.027662229699                      6658.990756550524                      
0.1929624056829198        6659.021898517089                      6658.998599026362                      6658.961363182738                      
0.194304581873439         6658.985605663719                      6658.962129691768                      6658.924574520735                      
0.1955464823258808        6658.949655903897                      6658.926023382235                      6658.888179472592                      
0.1969704679358983        6658.910961864637                      6658.887153637845                      6658.848980335074                      
0.1982876160072919        6658.881963285164                      6658.857992204578                      6658.819511013367                      
0.1996006873814622        6658.862509290853                      6658.838372947113                      6658.799580760166                      
0.2008532752952306        6658.85385240028                       6658.829555292529                      6658.790466149619                      
0.2022206433794054        6658.854906683413                      6658.830432497042                      6658.791026691087                      
0.2035640213580336        6658.864508855833                      6658.839862517864                      6658.800161844807                      
0.2049627004162176        6658.880064860366                      6658.855244683594                      6658.815259706845                      
0.2062969052130939        6658.896516081273                      6658.8715365657                        6658.831301519918                      
0.2076229451595282        6658.911178821842                      6658.886046380794                      6658.845578336637                      
0.2089824430368026        6658.921990925135                      6658.896705299867                      6658.856007848537                      
0.2103117710103106        6658.927146676884                      6658.901713259601                      6658.860795779706                      
0.2116423174084048        6658.926843145215                      6658.901263906326                      6658.860128974102                      
0.2129825409392652        6658.921911189908                      6658.89618923238                       6658.854840415652                      
0.2143897149981058        6658.913455237761                      6658.887591245837                      6658.846028352889                      
0.2157442079696921        6658.904084438151                      6658.878093833028                      6658.836339181401                      
0.2171048721720581        6658.89524435711                       6658.869137534544                      6658.827205976729                      
0.2184491522784811        6658.888400572972                      6658.862188732823                      6658.82009662535                       
0.2198305785241246        6658.88414868206                       6658.857836689665                      6658.815590958042                      
0.2212125017213111        6658.882992131485                      6658.856584700855                      6658.814192109099                      
0.2225853417403414        6658.884730413421                      6658.858229415595                      6658.81569223152                       
0.2239022484136513        6658.888656673448                      6658.862063701938                      6658.819383681419                      
0.2252609481474792        6658.894418778664                      6658.867725114365                      6658.824888268834                      
0.2266307931422489        6658.901298187712                      6658.874493463193                      6658.831484554919                      
0.2279513943685743        6658.908262804819                      6658.881339068156                      6658.838148397402                      
0.2293127708107932        6658.915044299889                      6658.887983520897                      6658.844587601423                      
0.2305947805543838        6658.920344926038                      6658.893140844507                      6658.849534077498                      
0.2319487136555836        6658.924008872566                      6658.896638468541                      6658.852789847351                      
0.2333057727337291        6658.924913872406                      6658.897362278894                      6658.853251566356                      
0.2345925412628276        6658.922652627219                      6658.894917474035                      6658.850541247856                      
0.2358679070493963        6658.917176807383                      6658.889250609585                      6658.844597156318                      
0.2371931821580802        6658.908273665327                      6658.880142177847                      6658.83518892602                       
0.2385569623947958        6658.896504360318                      6658.868157922395                      6658.822887213077                      
0.2399077687296085        6658.883693317414                      6658.855134078334                      6658.809543579762                      
0.2412036924433778        6658.872146186098                      6658.843386281048                      6658.797487734182                      
0.2425092269913875        6658.863248799755                      6658.834292615146                      6658.788086287465                      
0.2438242900170735        6658.858950409456                      6658.829803091441                      6658.783291577759                      
0.2451417095617217        6658.860745065423                      6658.831411347818                      6658.784597982987                      
0.2464491100981832        6658.869124898744                      6658.839608042126                      6658.792494743873                      
0.2477733479681774        6658.883820017175                      6658.85411574619                       6658.806692424041                      
0.249098831351148         6658.903172308984                      6658.873275566654                      6658.825530616981                      
0.2503862924168061        6658.923991662429                      6658.893902504201                      6658.845832449729                      
0.2517432684981031        6658.944904239244                      6658.914608425613                      6658.86618459756                       
0.2530591030008509        6658.961002983926                      6658.930507064934                      6658.88173547647                       
0.2543734378959925        6658.97033308051                       6658.939641932863                      6658.890525683862                      
0.2556835831856006        6658.971287113118                      6658.940408797284                      6658.890956768491                      
0.2569720013088954        6658.963750054011                      6658.932695370746                      6658.882921698209                      
0.2582404667664377        6658.949042947327                      6658.917820622822                      6658.867736162433                      
0.2595459209624096        6658.928470235273                      6658.897078976349                      6658.846676777599                      
0.2608625407920044        6658.905147267335                      6658.873586542617                      6658.822862940213                      
0.2621985575387953        6658.882287458011                      6658.850553754096                      6658.799503030929                      
0.2634901320816425        6658.86394127073                       6658.832039157106                      6658.780675334916                      
0.2648664806947636        6658.85076140882                       6658.818680345459                      6658.766994155455                      
0.2661631432929426        6658.845217329757                      6658.812970942362                      6658.760999072587                      
0.2675371732875647        6658.84598158195                       6658.813565981273                      6658.761314488462                      
0.2688800696705584        6658.851318558605                      6658.818744076764                      6658.766240498198                      
0.2702582827951119        6658.858457320026                      6658.825724842402                      6658.772977923425                      
0.2716166101381532        6658.863879305087                      6658.830993561586                      6658.778014507647                      
0.2729777401036699        6658.864953158538                      6658.831914537185                      6658.778705222267                      
0.2743690869865532        6658.859872080351                      6658.826678410569                      6658.773235374119                      
0.2757408510697132        6658.848641013772                      6658.815298674853                      6658.761630925786                      
0.2770712204473966        6658.833210765062                      6658.799732233504                      6658.745858118158                      
0.2783818509233242        6658.815998117656                      6658.782396153255                      6658.728334646152                      
0.2796693551572389        6658.799894781276                      6658.76618321749                       6658.71195475157                       
0.2810282823957095        6658.786680312165                      6658.752864661374                      6658.698476943292                      
0.2824203683412634        6658.779621022667                      6658.745708246752                      6658.691171297573                      
0.2837999530675006        6658.780343261205                      6658.746339752519                      6658.691662900363                      
0.2851345412709634        6658.788120417292                      6658.754030114299                      6658.699218961475                      
0.2862095782620599        6658.798454905714                      6658.764292446146                      6658.70936921599                       
0.28733224005191          6658.811704239428                      6658.777461718038                      6658.722413729094                      
0.2885486526829482        6658.827003702534                      6658.79266627691                       6658.737470588707                      
0.2898125886786147        6658.841741440688                      6658.807293843391                      6658.751928204026                      
0.29106957608019          6658.853268364726                      6658.818697767197                      6658.763145535263                      
0.2923993270669598        6658.860596684019                      6658.825880754636                      6658.770112521833                      
0.2937232022777607        6658.862329523754                      6658.827454034284                      6658.77145283846                       
0.2950852933536225        6658.858659064938                      6658.823605630216                      6658.767347460093                      
0.2964257243984321        6658.850730461472                      6658.815490470834                      6658.758964008231                      
0.297757884603925         6658.840050579204                      6658.804616259245                      6658.747810215104                      
0.2990867561311461        6658.828033274151                      6658.792398567392                      6658.735303258043                      
0.3003537166732713        6658.81633837539                       6658.78050869684                       6658.723130057987                      
0.3017251163728361        6658.804131786                         6658.768089259616                      6658.710397460281                      
0.3031084489302884        6658.792636188217                      6658.756379968594                      6658.69836736848                       
0.3044803973098169        6658.782167330796                      6658.745703094165                      6658.68737026796                       
0.3058097430184716        6658.773068463454                      6658.736408232492                      6658.677766159294                      
0.3071015560162778        6658.765599724957                      6658.728754371774                      6658.669814040854                      
0.3083721743169008        6658.760237124868                      6658.723213290017                      6658.663980374856                      
0.3096013289068651        6658.757745092594                      6658.720549632882                      6658.661031102685                      
0.3108256263076328        6658.758729871018                      6658.721362027776                      6658.661552644094                      
0.3121234864847793        6658.764253774923                      6658.726699708636                      6658.66657183445                       
0.3133021179273783        6658.773471049897                      6658.735744421921                      6658.675317555393                      
0.3143972014622705        6658.785320445713                      6658.747431537214                      6658.686720118652                      
0.3154795539012412        6658.799423520351                      6658.761374065759                      6658.700377947073                      
0.3166357718364452        6658.815892055797                      6658.77767294941                       6658.716372583483                      
0.3178987308237993        6658.833637009117                      6658.795236544637                      6658.733607095041                      
0.3191412496562407        6658.848703526568                      6658.810129203809                      6658.748180338313                      
0.320539337957598         6658.86046716792                       6658.821701563397                      6658.759396508769                      
0.3218877984400024        6658.865111937865                      6658.826164105366                      6658.76351531529                       
0.323237727763626         6658.862990145079                      6658.823860059699                      6658.760864775041                      
0.3246132384956582        6658.855159632099                      6658.815843008324                      6658.752493633302                      
0.3259407211298821        6658.844543491267                      6658.805046757739                      6658.741360420014                      
0.3272664949981845        6658.833785379477                      6658.794111054653                      6658.730101544602                      
0.3286201338305546        6658.825358673313                      6658.785508635996                      6658.721191499692                      
0.3298936230057734        6658.821436182727                      6658.781428223185                      6658.716846110467                      
0.3311725195744657        6658.821761627556                      6658.781602434628                      6658.716776163126                      
0.3324968623091991        6658.825535847595                      6658.785225672844                      6658.720162933468                      
0.3339165091892937        6658.830760077556                      6658.790290440546                      6658.724982627813                      
0.33524867673259          6658.83341122967                       6658.792790998844                      6658.727253434039                      
0.336525269842241         6658.830957529673                      6658.790191397659                      6658.724431402574                      
0.3378314244509966        6658.821338455332                      6658.78042356365                       6658.714436682172                      
0.3391733393873437        6658.803341810168                      6658.76227924029                       6658.696067282394                      
0.3397138837644889        6658.793987513569                      6658.752868167628                      6658.686569764933                      
0.3400784912919335        6658.787111959779                      6658.745955446669                      6658.679600496642                      
0.3404192504749517        6658.780339441614                      6658.739149076509                      6658.672742645401                      
0.3408669289856334        6658.7710356742                        6658.729802259729                      6658.663330358794                      
0.341415122631588         6658.759220535386                      6658.717936720846                      6658.651388142628                      
0.3420594037597766        6658.745129487704                      6658.703789793941                      6658.637156118172                      
0.3427396319602849        6658.730568199783                      6658.68917342676                       6658.622455726685                      
0.3435529774324095        6658.714458914747                      6658.673003301537                      6658.606192557307                      
0.3444702738597698        6658.699228813363                      6658.657710418091                      6658.590803348692                      
0.3454931558080716        6658.687448058381                      6658.645865467263                      6658.57885957607                       
0.3466036595273181        6658.682317992944                      6658.640670164353                      6658.573563556636                      
0.3479204653995112        6658.687475897775                      6658.645752262185                      6658.578528301826                      
0.3485867919953307        6658.694559899828                      6658.65279674165                       6658.585511446312                      
0.3491854176900233        6658.70318867485                       6658.661388473321                      6658.594045561351                      
0.3497415517122135        6658.712847539819                      6658.671011087993                      6658.603611740285                      
0.3504654007738282        6658.727277878551                      6658.685390868064                      6658.617912812239                      
0.3512795734204701        6658.745135798705                      6658.70318638215                       6658.635611400599                      
0.3522275042487308        6658.76658129504                       6658.724550597882                      6658.656850196432                      
0.3532767545875686        6658.788977155567                      6658.746844572764                      6658.678988864873                      
0.3543571410882578        6658.808212389323                      6658.765961488995                      6658.697928338773                      
0.3556165850932302        6658.82319891792                       6658.7807940167                        6658.712533882188                      
0.356851794062095         6658.828584418788                      6658.786014310606                      6658.717514007705                      
0.3581487400515471        6658.824246358578                      6658.781491587853                      6658.712724908133                      
0.3594565003259049        6658.811114286233                      6658.768165893885                      6658.699120766079                      
0.3607287351223931        6658.792630018319                      6658.749489629326                      6658.680168481725                      
0.3621039924255456        6658.769964953748                      6658.726615918361                      6658.656994363993                      
0.3634565192696755        6658.748384873792                      6658.704831398808                      6658.63491396297                       
0.3647939083784877        6658.730113074525                      6658.686359220261                      6658.61614825178                       
0.3661088559747441        6658.716042530172                      6658.672094042759                      6658.601592095843                      
0.3674496644489409        6658.705290857333                      6658.661146861422                      6658.590344903687                      
0.3687924379191827        6658.696855277478                      6658.652518484421                      6658.581412583728                      
0.370154074007587         6658.68904442127                       6658.644514315992                      6658.573096077549                      
0.3714883889842895        6658.680920577219                      6658.636201623478                      6658.564471556206                      
0.3728471894646646        6658.671889206198                      6658.626976787259                      6658.55492081508                       
0.3742060088115977        6658.662946996063                      6658.617838786491                      6658.545446599546                      
0.3755098593937873        6658.656098498583                      6658.610800354672                      6658.538076064468                      
0.3768924481846625        6658.652830442041                      6658.607330381195                      6658.534246902015                      
0.3782345696708944        6658.655340104711                      6658.609646184625                      6658.536212278213                      
0.3795461942754628        6658.663925292186                      6658.618046157772                      6658.544272781704                      
0.3808487849237281        6658.67789201891                       6658.631833680422                      6658.557727798967                      
0.3821584187608096        6658.695619425394                      6658.649384383549                      6658.574946842628                      
0.3833942964411108        6658.713370316405                      6658.666969419578                      6658.592217341266                      
0.3846937773487298        6658.730404830701                      6658.68382792121                       6658.608739500899                      
0.3859634677501163        6658.743207665951                      6658.696455547851                      6658.621031553449                      
0.3872239640986663        6658.750909935663                      6658.703980719603                      6658.62821947046                       
0.3885572741055512        6658.753641787116                      6658.706523944258                      6658.630409248589                      
0.3898815291649953        6658.752272501893                      6658.704970059523                      6658.628518867167                      
0.3912693235943152        6658.749165582258                      6658.701677787511                      6658.624901119116                      
0.3926614491319924        6658.747448398179                      6658.699786760299                      6658.622717516639                      
0.3939700387782068        6658.749307348778                      6658.701493477104                      6658.624177641888                      
0.3953854789760953        6658.755933621116                      6658.707963476872                      6658.630401684744                      
0.3967516837219591        6658.765717430342                      6658.717598825339                      6658.639807115507                      
0.3980715226643952        6658.775558333429                      6658.727293483638                      6658.649276427718                      
0.399411699941993         6658.78217082724                       6658.733752428126                      6658.655498955667                      
0.4006865857554658        6658.781811546063                      6658.733243913844                      6658.654761049397                      
0.4020185922636301        6658.771826168518                      6658.723104268115                      6658.644385158289                      
0.4023334245830483        6658.767887394832                      6658.719129990504                      6658.640356655164                      
0.402728555691283         6658.76209240731                       6658.713291229709                      6658.634451125848                      
0.4030947591163567        6658.755900620818                      6658.707059766606                      6658.6281592062                        
0.4035885515477275        6658.746373599167                      6658.697480856891                      6658.618501276452                      
0.404134671560314         6658.7344174898                        6658.685469787937                      6658.606406518222                      
0.4047623652077164        6658.719150888628                      6658.670143493055                      6658.590989263906                      
0.405442548722931         6658.701299504952                      6658.652231910529                      6658.572985809013                      
0.4062061513868684        6658.680509769008                      6658.631380331224                      6658.552039606158                      
0.4070535710052354        6658.657843927805                      6658.60865287341                       6658.529217555169                      
0.4079669556522276        6658.635697004913                      6658.586447206588                      6658.506921397354                      
0.4090195124772436        6658.615583044999                      6658.566273824355                      6658.48665623916                       
0.4101599422974687        6658.603064875646                      6658.553698084359                      6658.473991488751                      
0.4113006883017079        6658.602161639425                      6658.552739687988                      6658.472947768693                      
0.412331392570195         6658.611795531326                      6658.562321132031                      6658.482448008004                      
0.4134114202533965        6658.631654862092                      6658.582117870962                      6658.502147935908                      
0.4145681027584942        6658.661578672335                      6658.61196072217                       6658.531866265894                      
0.4157684004276234        6658.698027564247                      6658.648305684633                      6658.568053330398                      
0.4170215137419291        6658.736483247111                      6658.686628427648                      6658.606177473877                      
0.4182835749124933        6658.769878051767                      6658.719864502128                      6658.639180112227                      
0.4195627276167215        6658.793332221506                      6658.743136071749                      6658.662185844004                      
0.4209077808554866        6658.803413491132                      6658.753008494095                      6658.671755479719                      
0.4222259410380502        6658.798197242825                      6658.747578666694                      6658.666016180323                      
0.4235861736269726        6658.779367259244                      6658.72852684175                       6658.646642886632                      
0.4249497724485991        6658.75126946912                       6658.700211345023                      6658.618012061788                      
0.4263213594349509        6658.719317269893                      6658.66804853374                       6658.585543891844                      
0.4277010119258193        6658.68878761691                       6658.637316437153                      6658.554516090823                      
0.4290776083798846        6658.66369446969                       6658.612029466486                      6658.528940943203                      
0.430408388543583         6658.645929688796                      6658.594082522511                      6658.510716051875                      
0.4317860270966776        6658.63347941885                       6658.581445496561                      6658.497785702706                      
0.4331541500105232        6658.624685794004                      6658.572464403317                      6658.488501814154                      
0.4344957925641211        6658.616604959133                      6658.564194772776                      6658.479919538834                      
0.4358177159847401        6658.606864475185                      6658.554262158427                      6658.469661500935                      
0.4368635683131288        6658.59719105261                       6658.54443287215                       6658.459563142427                      
0.4379981734637113        6658.584966827655                      6658.532037336752                      6658.446866799831                      
0.4391883186654013        6658.5713748431                        6658.518265944686                      6658.432774784746                      
0.440383606353862         6658.55885875603                       6658.505573318183                      6658.419761166893                      
0.4417042379936902        6658.54900495518                       6658.495532029195                      6658.409373127933                      
0.4430055979064491        6658.545742539398                      6658.492093936897                      6658.405604767976                      
0.4443260849475337        6658.550264281459                      6658.496445004002                      6658.409630117765                      
0.4456440063549962        6658.562297081074                      6658.508310901131                      6658.421173433218                      
0.4469863197082304        6658.580238229322                      6658.526080154223                      6658.438607974975                      
0.4483197966073931        6658.600522785285                      6658.546187450579                      6658.458370404124                      
0.4495763735721994        6658.618692562618                      6658.564182414346                      6658.476028729761                      
0.4508685023502039        6658.633761165584                      6658.57906471077                       6658.490559165692                      
0.4521342334373912        6658.643544437149                      6658.588663311448                      6658.49981858033                       
0.4534563701854495        6658.648548915516                      6658.593479186948                      6658.504299834452                      
0.4548077550171001        6658.649825014913                      6658.594573879248                      6658.505084841974                      
0.4561758046329487        6658.650051163247                      6658.594632188807                      6658.504867067997                      
0.4575064788041345        6658.652209033256                      6658.596641405582                      6658.506638936162                      
0.4588475398886658        6658.658429236691                      6658.602721501796                      6658.512499512067                      
0.4602261348118191        6658.669535159407                      6658.613686212114                      6658.523244814301                      
